id,so,so_date,so_del_date,code,qty,closed,act_disp_qty,act_disp_date,rate,currency,customer
,17023080,12/12/2018,02/19/2019,FB280043C0EX,560,1,560,,15.53,USD,NWI
,17023080,12/12/2018,02/19/2019,FB43202400EX,288,1,288,,14.36,USD,NWI
,17023079,12/12/2018,02/20/2019,FB274062EX,662,1,662,,43.05,USD,Thornton
,17023078L1,12/12/2018,02/21/2019,FB274050T02EX,577,1,577,,43.05,USD,Thornton
,17023078L2,12/12/2018,02/21/2019,FB274050T02EX,553,1,553,,,USD,Thornton
,RDPFeb-w3,11/03/2018,02/21/2019,FB227010,200,1,200,,0,USD,Domestic
,RDPFeb-w3,11/03/2018,02/21/2019,FC250C10N,2350,1,2350,,0,USD,Domestic
,RDPFeb-w3,11/03/2018,02/21/2019,FB227010,500,1,500,,0,USD,Domestic
,RDPFeb-w3,11/03/2018,02/21/2019,FB227010,300,1,300,,,USD,Domestic
,RDPFeb-w3,11/03/2018,02/21/2019,FB227010,740,1,740,,,USD,Domestic
,RDPFeb-w3,11/03/2018,02/21/2019,FB15005013,200,1,200,,,USD,Domestic
,RDPFeb-w3,12/03/2018,02/21/2019,FB100C5001,500,1,500,,,USD,Domestic
,RDPFeb-w3,12/03/2018,02/21/2019,FB150C10,1250,1,1250,,,USD,Domestic
,RDPFeb-w3,01/03/2019,02/21/2019,FB138C5001,500,1,500,,,USD,Domestic
,Feb-plan,12/07/2018,02/22/2019,FB050025A0EX,0,1,0,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FB050050A0EX,777,1,777,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FB050100A0EX,0,1,0,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FB04012000EX,0,1,0,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FB10105000EX,13,1,13,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FB10205000EX,0,1,0,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FB10405000EX,0,1,0,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FB10505000EX,0,1,0,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FB23005001MN,782,1,782,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FB23010001MN,2000,1,2000,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FB23020000EX,2000,1,2000,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FC25020000MN,2000,1,2000,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FC25015000MN,500,1,500,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FC25010000MN,450,1,450,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FM05304000MN,213,1,213,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FM05904000MN,392,1,392,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FM06304000MN,126,1,126,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FM06404000MN,0,1,0,,,USD,Myanmar
,Feb-plan,12/07/2018,02/22/2019,FC25005000MN,0,1,0,,,USD,Myanmar
,17022985,12/21/2018,02/26/2019,FB22112000EX,973,1,973,,20.34,USD,Bigcorp
,17023477,01/03/2019,02/26/2019,FB57812500EX,506,1,506,,25.92,USD,Karsten Intl 
,17023477,01/03/2019,02/26/2019,FB35112500EX,639,1,639,,25.56,USD,Karsten Intl 
,4501717192,01/08/2019,02/26/2019,FR21020000UC,562,1,562,,,USD,Namaste
,17023284,01/11/2019,02/28/2019,FB05002500AF,0,1,0,,20.6,USD,KIBOKO
,17023284,01/11/2019,02/28/2019,FB05005000AF,0,1,0,,22.2,USD,KIBOKO
,17023284,01/11/2019,02/28/2019,FB04508000AF,0,1,0,,19.4,USD,KIBOKO
,17023284,01/11/2019,02/28/2019,FB04006000AF,0,1,0,,31.2,USD,KIBOKO
,17023284,01/11/2019,02/28/2019,FB04012000AF,0,1,0,,29.1,USD,KIBOKO
,4501747077,01/10/2019,02/28/2019,FC25010000UK,147,1,147,,,USD,UK
,RDPFeb-w4,11/03/2018,02/28/2019,FC250C20N,3000,1,3000,,0,USD,Domestic
,RDPFeb-w4,11/03/2018,02/28/2019,FC250C10N,1800,1,1800,,,USD,Domestic
,RDPFeb-w4,11/03/2018,02/28/2019,FB15005013,600,1,600,,,USD,Domestic
,RDPFeb-w4,12/03/2018,02/28/2019,FB100C5001,500,1,500,,,USD,Domestic
,RDPFeb-w4,12/03/2018,02/28/2019,FB150C10,1500,1,1500,,,USD,Domestic
,RDPFeb-w4,01/03/2019,02/28/2019,FB138C5001,500,1,500,,,USD,Domestic
,17023039,12/22/2018,03/04/2019,FB29904300EX,702,1,702,,17.51,USD,NWI
,17023039,12/22/2018,03/04/2019,FB29901700EX,280,1,280,,61,USD,NWI
,17023039,12/22/2018,03/04/2019,FB29918100EX,200,1,200,,17.7,USD,NWI
,17023039,12/22/2018,03/04/2019,FB29902400EX,189,1,189,,65.76,USD,NWI
,17023039,12/22/2018,03/04/2019,FB39000800EX,200,1,200,,28.4,USD,NWI
,17023479,01/09/2019,03/06/2019,FB23010000FR,341,1,341,,67.68,USD,Kerala Nature
,17023476,12/27/2018,03/07/2019,FB55001700EX,576,1,576,,45.49,USD,NWI
,17023476,12/27/2018,03/07/2019,FB55102400EX,180,1,180,,77.18,USD,NWI
,17023476,12/27/2018,03/07/2019,FB28013000EX,225,1,225,,14.51,USD,NWI
,17023476,12/27/2018,03/07/2019,FB43204300EX,224,1,224,,21.92,USD,NWI
,17023476,12/27/2018,03/07/2019,FB43213000EX,240,1,240,,10.71,USD,NWI
,RDPMar-w1,01/07/2019,03/07/2019,FB138C5001,1000,1,1000,,,USD,Domestic
,RDPMar-w1,01/07/2019,03/07/2019,FB100C5001,900,1,900,,,USD,Domestic
,RDPMar-w1,01/07/2019,03/07/2019,FB150C10,1000,1,1000,,,USD,Domestic
,RDPMar-w1,02/07/2019,03/07/2019,FC250C10N,1500,1,1500,,,USD,Domestic
,17023334,01/10/2019,03/10/2019,FC25010000QT,600,1,600,,,USD,Naseer Bin Qatar
,17023334,01/10/2019,03/10/2019,FC25020000QT,500,1,500,,,USD,Naseer Bin Qatar
,17023334,01/10/2019,03/10/2019,FC22415001QT,400,1,400,,,USD,Naseer Bin Qatar
,17023334,01/10/2019,03/10/2019,FC22315001QT,400,1,400,,,USD,Naseer Bin Qatar
,17023334,01/10/2019,03/10/2019,FC22515001QT,405,1,405,,,USD,Naseer Bin Qatar
,17023334,01/10/2019,03/10/2019,FC22115001QT,323,1,323,,,USD,Naseer Bin Qatar
,17023334,01/10/2019,03/10/2019,FC22215001QT,300,1,300,,,USD,Naseer Bin Qatar
,17023339,01/17/2019,03/11/2019,FB34705000CZ,431,1,431,,13.32,USD,Tomas Rebicek
,17023481,01/09/2019,03/11/2019,FB29904300EX,1026,1,1026,,17.51,USD,NWI
,17023481,01/09/2019,03/11/2019,FB39000800EX,360,1,360,,28.4,USD,NWI
,17023481,01/09/2019,03/11/2019,FB30212200EX,1080,1,1080,,8.96,USD,NWI
,17023481,01/09/2019,03/11/2019,FB29907800EX,216,1,216,,27.91,USD,NWI
,17023481,02/14/2019,03/11/2019,FB39000800EX,65,1,65,,,USD,NWI
,17023489,02/04/2019,03/11/2019,FR19708500EX,6000,1,6000,,,USD,NWI
,17023332,01/10/2019,03/12/2019,FB89704200EX,600,1,600,,12.33,USD,Shield Line LLC
,17023332,01/10/2019,03/12/2019,FB90011800EX,1000,1,1000,,10.75,USD,Shield Line LLC
,17023336,01/11/2019,03/13/2019,FB260117NFEX,695,1,695,,60.48,USD,Apeiron
,17023480,01/09/2019,03/13/2019,FB160150GCZ,817,1,817,,24.72,USD,Tomas Rebicek
,17023331,01/10/2019,03/14/2019,FB28001701EX,576,1,576,,38.22,USD,NWI
,17023331,01/10/2019,03/14/2019,FB55001700EX,192,1,192,,45.49,USD,NWI
,17023331,01/10/2019,03/14/2019,FB55102400EX,180,1,180,,77.18,USD,NWI
,17023331,01/10/2019,03/14/2019,FB30805600EX,288,1,288,,55.4,USD,NWI
,17023331,02/14/2019,03/14/2019,FB39000800EX,135,1,135,,,USD,NWI
,RDPMar-w2,01/07/2019,03/14/2019,FB138C5001,800,1,800,,,USD,Domestic
,RDPMar-w2,01/07/2019,03/14/2019,FB100C5001,1000,1,1000,,,USD,Domestic
,RDPMar-w2,01/07/2019,03/14/2019,FB150C10,1000,1,1000,,,USD,Domestic
,RDPMar-w2,02/07/2019,03/14/2019,FC250C20N,8000,1,8000,,,USD,Domestic
,4501748857,01/23/2019,03/15/2019,FB05002500AF,206,1,206,,,USD,Nigeria
,17023291,01/25/2019,03/18/2019,FB02210000EX,4620,1,4620,,5.52,USD,Karsten Intl 
,17023424,12/28/2018,03/18/2019,FB37811300EX,900,1,900,,8.64,USD,United Exchange Corporation
,17023424,12/28/2018,03/18/2019,FB30518101EX,900,1,900,,9.36,USD,United Exchange Corporation
,4501748857,01/23/2019,03/21/2019,FB05005000AF,2498,1,2498,,,USD,Nigeria
,4501729973L2,12/03/2018,03/21/2019,FB24312000EX,3560,1,3560,,,USD,Olman LLC
,4501729973L3,12/03/2018,03/21/2019,FB24312000EX,1363,1,1363,,,USD,Olman LLC
,RDPMar-w3,11/03/2018,03/21/2019,FB227010,500,1,500,,,USD,Domestic
,RDPMar-w3,11/03/2018,03/21/2019,FB227010,394,1,394,,,USD,Domestic
,RDPMar-w3,01/07/2019,03/21/2019,FB138C5001,400,1,400,,,USD,Domestic
,RDPMar-w3,01/07/2019,03/21/2019,FB100C5001,600,1,600,,,USD,Domestic
,RDPMar-w3,01/07/2019,03/21/2019,FB15005013,100,1,100,,,USD,Domestic
,RDPMar-w3,01/07/2019,03/21/2019,FB150C10,1250,1,1250,,,USD,Domestic
,RDPMar-w3,02/07/2019,03/21/2019,FC250C20N,3000,1,3000,,,USD,Domestic
,Mar-plan,01/07/2019,03/24/2019,FB050025A0EX,0,1,0,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FB050050A0EX,191,1,191,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FB050100A0EX,421,1,421,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FB04012000EX,0,1,0,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FB10105000EX,0,1,0,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FB10505000EX,0,1,0,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FB10205000EX,0,1,0,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FB10405000EX,0,1,0,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FB23005001MN,615,1,615,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FB23010001MN,1500,1,1500,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FB23020000EX,2583,1,2583,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FM05304000MN,0,1,0,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FM06304000MN,0,1,0,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FM06404000MN,0,1,0,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FM05904000MN,0,1,0,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FC25005000MN,0,1,0,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FC25010000MN,1000,1,1000,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FC25015000MN,120,1,120,,,USD,Myanmar
,Mar-plan,01/07/2019,03/24/2019,FC25020000MN,2126,1,2126,,,USD,Myanmar
,17023436,02/14/2019,03/25/2019,FR19708500EX,6000,1,6000,,7.68,USD,NWI
,17023288,01/23/2019,03/26/2019,FB28001701EX,768,1,768,,38.22,USD,NWI
,17023288,01/23/2019,03/26/2019,FB30212200EX,1080,1,1080,,8.96,USD,NWI
,17023288,01/23/2019,03/26/2019,FB280078C0EX,210,1,210,,23.97,USD,NWI
,RDPMar-w4,01/07/2019,03/31/2019,FB15005013,700,1,700,,,USD,Domestic
,RDPMar-w4,01/07/2019,03/31/2019,FB150C10,1600,1,1600,,,USD,Domestic
,RDPMar-w4,01/07/2019,03/31/2019,FB226C1001,1600,1,1600,,,USD,Domestic
,17023287,01/14/2019,04/01/2019,FB29904300EX,486,1,486,,17.51,USD,NWI
,17023287,01/14/2019,04/01/2019,FB29907800EX,216,1,216,,27.91,USD,NWI
,17023287,01/14/2019,04/01/2019,FB39000800EX,360,1,360,,28.4,USD,NWI
,17023287,01/14/2019,04/01/2019,FB55001700EX,192,1,192,,45.49,USD,NWI
,17023287,01/14/2019,04/01/2019,FB55102400EX,180,1,180,,77.18,USD,NWI
,17023287,01/14/2019,04/01/2019,FB30805600EX,216,1,216,,55.4,USD,NWI
,17023572,02/07/2019,04/03/2019,FB30212200EX,3480,1,3480,,8.96,USD,NWI
,17023572,02/07/2019,04/03/2019,FB43208500EX,756,1,756,,18.9,USD,NWI
,17023636,02/22/2019,04/03/2019,FB280043C0EX,1600,1,1600,,15.53,USD,NWI
,17023636,02/22/2019,04/03/2019,FB28001701EX,416,1,416,,38.22,USD,NWI
,RDPAprw1,02/04/2019,04/07/2019,FB100C5001,170,1,170,,,USD,Domestic
,RDPAprw1,04/04/2019,04/07/2019,FB138C5001,805,1,805,,,USD,Domestic
,17023289,01/23/2019,04/08/2019,FB28002400EX,480,1,480,,48.64,USD,NWI
,17023289,01/23/2019,04/08/2019,FB30805600EX,288,1,288,,55.4,USD,NWI
,17023289,01/23/2019,04/08/2019,FB28001700EX,448,1,448,,41.08,USD,NWI
,17023335,01/11/2019,04/08/2019,FB28013000EX,270,1,270,,14.51,USD,NWI
,17023335,01/11/2019,04/08/2019,FB28018100EX,600,1,600,,15.4,USD,NWI
,17023335,01/11/2019,04/08/2019,FB28001700EX,448,1,448,,41.08,USD,NWI
,17023335,01/11/2019,04/08/2019,FB30212200EX,840,1,840,,8.96,USD,NWI
,17023637,02/22/2019,04/08/2019,FB28001701EX,896,1,896,,38.22,USD,NWI
,17023637,02/22/2019,04/08/2019,FB28002400EX,192,1,192,,48.64,USD,NWI
,17023439,02/15/2019,04/09/2019,FB28311300EX,2700,1,2700,,22.56,USD,Keefe
,17023440,02/15/2019,04/09/2019,FB23010000FR,350,1,350,,67.68,USD,Kerala Nature
,4501763335,02/22/2019,04/14/2019,FB23010000UK,47,1,47,,,USD,UK
,4501763335,02/22/2019,04/14/2019,FB251100C0UK,108,1,108,,,USD,UK
,4501763335,02/22/2019,04/14/2019,FC25020000UC,200,1,200,,,USD,UK
,4501729973L4,12/03/2018,04/14/2019,FB24312000EX,1780,1,1779.5,,,USD,Olman LLC
,4501729973L5,12/03/2018,04/14/2019,FB24312000EX,3560,1,3560,,,USD,Olman LLC
,RDPAprw2,04/04/2019,04/14/2019,FB150C10,1000,1,1000,,,USD,Domestic
,17023433,02/14/2019,04/15/2019,FB280043C0EX,560,1,560,,15.53,USD,NWI
,17023433,02/14/2019,04/15/2019,FB280078C0EX,210,1,210,,23.97,USD,NWI
,17023433,02/14/2019,04/15/2019,FB28001701EX,736,1,736,,38.22,USD,NWI
,17023446,02/25/2019,04/15/2019,FB35312500EX,348,1,348,,28.5,USD,Karsten Intl 
,17023083,12/12/2018,04/16/2019,FB58609000EX,600,1,600,,14.54,USD,LASCO
,17023083,12/12/2018,04/16/2019,FB58616000EX,512,1,512,,22.32,USD,LASCO
,17023083,12/12/2018,04/16/2019,FB58816000EX,433,1,433,,24.77,USD,LASCO
,17023083,12/12/2018,04/16/2019,FB58802500EX,50,1,50,,20.74,USD,LASCO
,17023083,12/12/2018,04/16/2019,FB58602500EX,50,1,50,,20.02,USD,LASCO
,17023083,12/12/2018,04/16/2019,FB58809000EX,580,1,580,,16.13,USD,LASCO
,17023083,12/12/2018,04/16/2019,FB59017000EX,580,1,580,,28.42,USD,LASCO
,17023083,12/12/2018,04/16/2019,FB59002500EX,50,1,50,,21.46,USD,LASCO
,17023083,12/12/2018,04/16/2019,FB59413000EX,200,1,200,,15.1,USD,LASCO
,17023083,12/12/2018,04/16/2019,FB59402500EX,50,1,50,,29.52,USD,LASCO
,17023083,12/12/2018,04/16/2019,FB59202500EX,76,1,76,,25.2,USD,LASCO
,17023083,12/12/2018,04/16/2019,FB59216000EX,300,1,300,,31.49,USD,LASCO
,17023340,01/21/2019,04/16/2019,FB43208500EX,168,1,168,,18.9,USD,NWI
,17023340,01/21/2019,04/16/2019,FB43002400EX,252,1,252,,15.88,USD,NWI
,17023340,01/21/2019,04/16/2019,FB28002400EX,480,1,480,,48.64,USD,NWI
,17023340,01/21/2019,04/16/2019,FB280043C0EX,560,1,560,,15.53,USD,NWI
,17023340,01/21/2019,04/16/2019,FB30212200EX,600,1,600,,8.96,USD,NWI
,17023437,02/14/2019,04/16/2019,FR19708500EX,7000,1,7000,,7.68,USD,NWI
,17023438,02/15/2019,04/16/2019,FB84207500EX,417,1,417,,44.64,USD,Market Wise
,17023438,02/22/2019,04/16/2019,FB84107500EX,278,1,278,,44.6,USD,Market Wise
,17023623,02/08/2019,04/16/2019,FB27305000EX,576,1,576,,43.05,USD,Thornton
,17023377,01/17/2019,04/17/2019,FB33147300EX,246,1,246,,105,USD,AUROMERE INC.
,17023434,02/14/2019,04/17/2019,FB55001700EX,224,1,224,,45.49,USD,NWI
,17023434,02/14/2019,04/17/2019,FB55102400EX,270,1,270,,77.18,USD,NWI
,17023434,02/14/2019,04/17/2019,FB29907800EX,216,1,216,,27.91,USD,NWI
,17023434,02/14/2019,04/17/2019,FB29913000EX,200,1,200,,17.67,USD,NWI
,17023434,02/14/2019,04/17/2019,FB29901700EX,264,1,264,,61,USD,NWI
,4501763908,03/04/2019,04/20/2019,FC22110000UC,500,1,500,,,USD,Namaste
,Apr-plan,03/15/2019,04/20/2019,FB050025A0EX,0,1,0,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FB050050A0EX,0,1,0,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FB050100A0EX,0,1,0,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FB04012000EX,0,1,0,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FB10105000EX,0,1,0,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FB10505000EX,0,1,0,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FB10205000EX,0,1,0,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FB10405000EX,0,1,0,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FB23005001MN,121,1,121,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FB23010001MN,1209,1,1209,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FB23020000EX,,1,0,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FM05304000MN,0,1,0,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FM06304000MN,0,1,0,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FM06404000MN,,1,0,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FM05904000MN,320,1,320,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FC25005000MN,0,1,0,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FC25010000MN,0,1,0,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FC25015000MN,0,1,0,,,USD,Myanmar
,Apr-plan,03/15/2019,04/20/2019,FC25020000MN,378,1,378,,,USD,Myanmar
,4501713670,10/10/2018,04/21/2019,FM05815000EX,100,1,100,,,USD,Naturalle
,4501720913,10/30/2018,04/21/2019,FM04715000EX,100,1,100,,0,USD,Dabur International Ltd
,4501729973L6,12/03/2018,04/21/2019,FB24312000EX,3560,1,3560,,,USD,Olman LLC
,RDPAprw3,04/04/2019,04/21/2019,FB15005013,300,1,300,,,USD,Domestic
,RDPAprw3,04/04/2019,04/21/2019,FB150C10,500,1,500,,,USD,Domestic
,17021922,08/21/2018,04/22/2019,FB30418102EX,1600,1,1600,,9.36,USD,United Exchange Corporation
,17021922,08/21/2018,04/22/2019,FB30518101EX,200,1,200,,0,USD,United Exchange Corporation
,17023435,02/14/2019,04/22/2019,FB30212200EX,480,1,480,,8.96,USD,NWI
,17023435,02/14/2019,04/22/2019,FB30004300EX,504,1,504,,12.57,USD,NWI
,17023435,02/14/2019,04/22/2019,FB30805600EX,216,1,216,,55.4,USD,NWI
,17023435,02/14/2019,04/22/2019,FB43208500EX,252,1,252,,18.9,USD,NWI
,17023435,02/14/2019,04/22/2019,FB28018100EX,600,1,600,,15.4,USD,NWI
,17023435,02/14/2019,04/22/2019,FB28004300EX,504,1,504,,12.57,USD,NWI
,17023634,02/22/2019,04/23/2019,FB28002400EX,480,1,480,,48.64,USD,NWI
,17023634,02/22/2019,04/23/2019,FB28001700EX,420,1,420,,41.08,USD,NWI
,17023634,02/22/2019,04/23/2019,FB28007800EX,210,1,210,,21.11,USD,NWI
,17023635,02/22/2019,04/23/2019,FB28001701EX,500,1,500,,38.22,USD,NWI
,17023635,02/22/2019,04/23/2019,FB28004300EX,720,1,720,,12.57,USD,NWI
,17023635,04/17/2019,04/23/2019,FB280043C0EX,800,1,800,,,USD,NWI
,17023503,03/08/2019,04/24/2019,FB30212200EX,4920,1,4920,,8.96,USD,NWI
,17023124,12/05/2018,04/25/2019,FC22215001QT,0,1,0,,49.52,USD,Naseer Bin Qatar
,17023124,12/05/2018,04/25/2019,FC22315001QT,0,1,0,,49.52,USD,Naseer Bin Qatar
,17023124,12/05/2018,04/25/2019,FC22115001QT,0,1,0,,49.52,USD,Naseer Bin Qatar
,17023124,12/05/2018,04/25/2019,FC22415001QT,0,1,0,,49.52,USD,Naseer Bin Qatar
,17023124,12/05/2018,04/25/2019,FC22515001QT,0,1,0,,49.52,USD,Naseer Bin Qatar
,17022242,04/09/2019,04/28/2019,FB83413100EXDC,278,1,278,,,USD,Timus Pharma
,17023647L1,03/14/2019,04/29/2019,FB28001701EX,600,1,600,,38.22,USD,NWI
,17023647L2,03/14/2019,04/29/2019,FB28001701EX,600,1,600,,38.22,USD,NWI
,4501770199,03/12/2019,04/30/2019,FC25010000UK,49,1,49,,,USD,UK
,4501770199,03/12/2019,04/30/2019,FC25020000UC,128,1,128,,,USD,UK
,RDPAprw1,04/04/2019,04/30/2019,FB150C10,1000,1,1000,,,USD,Domestic
,RDPAprw4,04/04/2019,04/30/2019,FB15005013,300,1,300,,,USD,Domestic
,RDPAprw4,04/04/2019,04/30/2019,FB138C5001,400,1,400,,,USD,Domestic
,17023678,02/27/2019,05/01/2019,FB29904300EX,540,1,540,,17.51,USD,NWI
,17023678,02/27/2019,05/01/2019,FB29907800EX,216,1,216,,27.91,USD,NWI
,17023678,02/27/2019,05/01/2019,FB29902400EX,198,1,198,,65.76,USD,NWI
,17023678,02/27/2019,05/01/2019,FB32702400EX,216,1,216,,16.99,USD,NWI
,17023678,02/27/2019,05/01/2019,FB29913000EX,200,1,200,,17.67,USD,NWI
,17023678,02/27/2019,05/01/2019,FB29901700EX,280,1,280,,61,USD,NWI
,17023633,02/22/2019,05/02/2019,FB30805600EX,432,1,432,,55.4,USD,NWI
,17023633,02/22/2019,05/02/2019,FB55102400EX,180,1,180,,77.18,USD,NWI
,17023633,02/22/2019,05/02/2019,FB30212200EX,2640,1,2640,,8.96,USD,NWI
,17023633,02/22/2019,05/02/2019,FB43208500EX,252,1,252,,18.9,USD,NWI
,17023641,03/04/2019,05/02/2019,FB55001700EX,192,1,192,,45.49,USD,NWI
,17023641,03/04/2019,05/02/2019,FB55102400EX,172,1,172,,77.18,USD,NWI
,17023641,03/04/2019,05/02/2019,FB43208500EX,252,1,252,,18.9,USD,NWI
,17023641,03/04/2019,05/02/2019,FB43213000EX,360,1,360,,10.71,USD,NWI
,17023641,03/04/2019,05/02/2019,FR19708500EX,3300,1,3300,,7.68,USD,NWI
,17023643,03/05/2019,05/06/2019,FB262100W0EX,250,1,250,,2.29,USD,Tomas Rebicek
,17023643,03/05/2019,05/06/2019,FB263100H0EX,348,1,348,,2.29,USD,Tomas Rebicek
,17023643,03/05/2019,05/06/2019,FB261100I0CZ,134,1,134,,2.56,USD,Tomas Rebicek
,17023644,03/05/2019,05/06/2019,FB34705000CZ,280,1,280,,2.2,USD,Tomas Rebicek
,17023648,03/14/2019,05/06/2019,FB28001701EX,1200,1,1200,,38.22,USD,NWI
,17023679,02/27/2019,05/06/2019,FB30212200EX,840,1,840,,,USD,NWI
,17023679,02/27/2019,05/06/2019,FB28001701EX,736,1,736,,,USD,NWI
,17023679,02/27/2019,05/06/2019,FB28013000EX,270,1,270,,,USD,NWI
,17023679,02/27/2019,05/06/2019,FB30805600EX,216,1,216,,55.4,USD,NWI
,17023642,03/04/2019,05/07/2019,FB260117NFEX,695,1,695,,60.48,USD,Apeiron
,4501729973L7,12/03/2018,05/07/2019,FB24312000EX,3560,1,3560,,,USD,Olman LLC
,RDPMayw1,04/04/2019,05/07/2019,FB100C5001,0,1,0,,,USD,Domestic
,RDPMayw1,04/04/2019,05/07/2019,FB150C10,1000,1,1000,,,USD,Domestic
,RDPMayw1,04/04/2019,05/07/2019,FB138C5001,0,1,0,,,USD,Domestic
,RDPMayw1,04/04/2019,05/07/2019,FB227010,576,1,576,,,USD,Domestic
,RDPMayw1,04/15/2019,05/07/2019,FB05010A,1250,1,1250,,,USD,Domestic
,17023649,03/14/2019,05/09/2019,FB28002400EX,800,1,800,,48.64,USD,NWI
,17023649,03/14/2019,05/09/2019,FB280078C0EX,200,1,200,,23.97,USD,NWI
,17023651,03/15/2019,05/13/2019,FB28018100EX,1850,1,1850,,15.4,USD,NWI
,17023652,03/15/2019,05/13/2019,FB28007800EX,216,1,216,,21.11,USD,NWI
,17023652,03/15/2019,05/13/2019,FB28001700EX,448,1,448,,41.08,USD,NWI
,17023652,03/15/2019,05/13/2019,FB55001700EX,224,1,224,,45.49,USD,NWI
,17023652,03/15/2019,05/13/2019,FB55102400EX,180,1,180,,77.18,USD,NWI
,17023652,03/15/2019,05/13/2019,FB43202400EX,276,1,276,,14.36,USD,NWI
,17023646,03/14/2019,05/14/2019,FB280043C0EX,1100,1,1100,,15.53,USD,NWI
,17023646,03/14/2019,05/14/2019,FB28002400EX,500,1,500,,48.64,USD,NWI
,17023656,03/15/2019,05/14/2019,FB58609000EX,86,1,86,,14.54,USD,LASCO
,17023656,03/15/2019,05/14/2019,FB58616000EX,538,1,538,,22.32,USD,LASCO
,17023656,03/15/2019,05/14/2019,FB58816000EX,961,1,961,,24.77,USD,LASCO
,17023656,03/15/2019,05/14/2019,FB58809000EX,267,1,267,,16.13,USD,LASCO
,17023656,03/15/2019,05/14/2019,FB59017000EX,425,1,425,,28.42,USD,LASCO
,17023656,03/15/2019,05/14/2019,FB59413000EX,200,1,200,,15.1,USD,LASCO
,17023656,03/15/2019,05/14/2019,FB59216000EX,850,1,850,,31.49,USD,LASCO
,4501729973L8,12/03/2018,05/14/2019,FB24312000EX,5340,1,5340,,,USD,Olman LLC
,RDPMayw2,04/04/2019,05/14/2019,FB150C10,0,1,0,,,USD,Domestic
,RDPMayw2,04/15/2019,05/14/2019,FB05010A,1250,1,1250,,,USD,Domestic
,17023363,03/21/2019,05/15/2019,FB23010000FR,350,1,350,,67.68,USD,Kerala Nature
,17023504,03/08/2019,05/20/2019,FB30805600EX,792,1,792,,55.4,USD,NWI
,17023504,03/08/2019,05/20/2019,FB55102400EX,216,1,216,,77.18,USD,NWI
