so,so_date,so_del_date,qty,closed,act_disp_qty,act_disp_date,rate,currency,customer,fgcode_id
Mar-plan,07-01-2019,24-03-2019,0,1,0,,,USD,Myanmar,222
May-plan,15-03-2018,25-05-2018,0,1,0,,,USD,Myanmar,9
May-plan,15-03-2018,25-05-2018,0,1,0,,,USD,Myanmar,7
May-plan,15-03-2018,25-05-2018,0,1,0,,,USD,Myanmar,8
May-plan,15-03-2018,25-05-2018,0,1,0,,,USD,Myanmar,6
May-plan,15-03-2018,25-05-2018,47,1,47,,,USD,Myanmar,407
May-plan,15-03-2018,25-05-2018,56,1,56,,,USD,Myanmar,408
May-plan,15-03-2018,25-05-2018,42,1,42,,,USD,Myanmar,409
May-plan,15-03-2018,25-05-2018,0,1,0,,,USD,Myanmar,410
May-plan,15-03-2018,25-05-2018,600,1,600,,,USD,Myanmar,359
May-plan,15-03-2018,25-05-2018,1552,1,1552,,,USD,Myanmar,352
May-plan,15-03-2018,25-05-2018,394,1,394,,,USD,Myanmar,354
May-plan,15-03-2018,25-05-2018,312,1,312,,,USD,Myanmar,105
May-plan,15-03-2018,25-05-2018,218,1,218,,,USD,Myanmar,116
May-plan,15-03-2018,25-05-2018,888,1,888,,,USD,Myanmar,117
May-plan,15-03-2018,25-05-2018,215,1,215,,,USD,Myanmar,232
May-plan,15-03-2018,25-05-2018,1298,1,1298,,,USD,Myanmar,229
May-plan,15-03-2018,25-05-2018,167,1,167,,,USD,Myanmar,225
May-plan,15-03-2018,25-05-2018,351,1,351,,,USD,Myanmar,222
May19-plan,15-03-2019,20-05-2019,0,1,0,,,USD,Myanmar,9
May19-plan,15-03-2019,20-05-2019,0,1,0,,,USD,Myanmar,7
May19-plan,15-03-2019,20-05-2019,0,1,0,,,USD,Myanmar,8
May19-plan,15-03-2019,20-05-2019,0,1,0,,,USD,Myanmar,6
May19-plan,15-03-2019,20-05-2019,0,1,0,,,USD,Myanmar,407
May19-plan,15-03-2019,20-05-2019,0,1,0,,,USD,Myanmar,408
May19-plan,15-03-2019,20-05-2019,3,1,3,,,USD,Myanmar,409
May19-plan,15-03-2019,20-05-2019,0,1,0,,,USD,Myanmar,410
May19-plan,15-03-2019,20-05-2019,249,1,249,,,USD,Myanmar,359
May19-plan,15-03-2019,20-05-2019,1570,1,1570,,,USD,Myanmar,352
May19-plan,15-03-2019,20-05-2019,1867,1,1867,,,USD,Myanmar,354
May19-plan,15-03-2019,20-05-2019,100,1,100,,,USD,Myanmar,134
May19-plan,15-03-2019,20-05-2019,393,1,393,,,USD,Myanmar,105
May19-plan,15-03-2019,20-05-2019,0,1,0,,,USD,Myanmar,116
May19-plan,15-03-2019,20-05-2019,223,1,223,,,USD,Myanmar,117
May19-plan,15-03-2019,20-05-2019,0,1,0,,,USD,Myanmar,232
May19-plan,15-03-2019,20-05-2019,311,1,311,,,USD,Myanmar,229
May19-plan,15-03-2019,20-05-2019,0,1,0,,,USD,Myanmar,225
May19-plan,15-03-2019,20-05-2019,273,1,273,,,USD,Myanmar,222
Nov-plan,08-10-2018,15-11-2018,211,1,211,,0,USD,Myanmar,9
Nov-plan,08-10-2018,15-11-2018,25,1,25,,0,USD,Myanmar,407
Nov-plan,08-10-2018,15-11-2018,26,1,26,,0,USD,Myanmar,408
Nov-plan,08-10-2018,15-11-2018,12,1,12,,0,USD,Myanmar,409
Nov-plan,08-10-2018,15-11-2018,17,1,17,,0,USD,Myanmar,410
Nov-plan,08-10-2018,15-11-2018,721,1,721,,,USD,Myanmar,359
Nov-plan,08-10-2018,23-11-2018,2000,1,2000,,,USD,Myanmar,352
Nov-plan,08-10-2018,23-11-2018,3300,1,3300,,,USD,Myanmar,354
Nov-plan,08-10-2018,15-11-2018,0,1,0,,,USD,Myanmar,129
Nov-plan,08-10-2018,23-11-2018,875,1,875,,,USD,Myanmar,105
Nov-plan,08-10-2018,23-11-2018,100,1,100,,,USD,Myanmar,116
Nov-plan,08-10-2018,15-11-2018,2500,1,2500,,,USD,Myanmar,117
Sep-plan,15-06-2018,25-09-2018,0,1,0,,,USD,Myanmar,9
Sep-plan,15-06-2018,25-09-2018,545,1,545,,,USD,Myanmar,7
Sep-plan,15-06-2018,25-09-2018,1735,1,1735,,,USD,Myanmar,8
Sep-plan,15-06-2018,25-09-2018,2568,1,2568,,,USD,Myanmar,6
Sep-plan,07-09-2018,25-09-2018,19,1,19,,,USD,Myanmar,407
Sep-plan,07-09-2018,25-09-2018,0,1,0,,,USD,Myanmar,408
Sep-plan,07-09-2018,25-09-2018,19,1,19,,,USD,Myanmar,409
Sep-plan,07-09-2018,25-09-2018,52,1,52,,,USD,Myanmar,410
Sep-plan,15-06-2018,25-09-2018,0,1,0,,,USD,Myanmar,232
Sep-plan,15-06-2018,25-09-2018,0,1,0,,,USD,Myanmar,229
Sep-plan,15-06-2018,25-09-2018,0,1,0,,,USD,Myanmar,225
Sep-plan,15-06-2018,25-09-2018,0,1,0,,,USD,Myanmar,222
Sep19-plan,15-06-2019,20-09-2019,0,0,,,,USD,Myanmar,9
Sep19-plan,15-06-2019,20-09-2019,0,0,,,,USD,Myanmar,7
Sep19-plan,15-06-2019,20-09-2019,0,0,,,,USD,Myanmar,8
Sep19-plan,15-06-2019,20-09-2019,0,0,,,,USD,Myanmar,6
Sep19-plan,15-06-2019,20-09-2019,30,0,,,,USD,Myanmar,407
Sep19-plan,15-06-2019,20-09-2019,0,0,,,,USD,Myanmar,408
Sep19-plan,15-06-2019,20-09-2019,25,0,,,,USD,Myanmar,409
Sep19-plan,15-06-2019,20-09-2019,0,0,,,,USD,Myanmar,410
Sep19-plan,15-06-2019,20-09-2019,453,0,,,,USD,Myanmar,359
Sep19-plan,15-06-2019,20-09-2019,1000,0,,,,USD,Myanmar,352
Sep19-plan,15-06-2019,20-09-2019,811,0,,,,USD,Myanmar,354
Sep19-plan,15-06-2019,20-09-2019,60,0,,,,USD,Myanmar,134
Sep19-plan,15-06-2019,20-09-2019,350,0,,,,USD,Myanmar,105
Sep19-plan,15-06-2019,20-09-2019,350,0,,,,USD,Myanmar,116
Sep19-plan,15-06-2019,20-09-2019,1500,0,,,,USD,Myanmar,117
Sep19-plan,15-06-2019,20-09-2019,155,0,,,,USD,Myanmar,232
Sep19-plan,15-06-2019,20-09-2019,155,0,,,,USD,Myanmar,229
Sep19-plan,15-06-2019,20-09-2019,155,0,,,,USD,Myanmar,225
Sep19-plan,15-06-2019,20-09-2019,155,0,,,,USD,Myanmar,222
